Point,Time (s),Temperature (K),Amplitude (V),Phase (Degrees)
472,2.360380e+02,9.936564,3.159060e-06,8.298000
473,2.365360e+02,9.939289,6.020100e-06,8.436000
474,2.370360e+02,9.938694,6.258520e-06,8.304000
475,2.375360e+02,9.942898,6.258520e-06,8.514000
476,2.380360e+02,9.942564,7.271800e-06,8.388000
477,2.385350e+02,9.942538,6.973770e-06,8.478000
478,2.390350e+02,9.941314,5.424050e-06,8.478000
479,2.395360e+02,9.942038,4.470380e-06,8.490000
480,2.400360e+02,9.941885,4.410770e-06,8.682000
481,2.405360e+02,9.941260,4.589590e-06,8.652000
482,2.410400e+02,9.936803,3.993540e-06,8.130000
483,2.415370e+02,9.934013,2.741830e-06,8.430000
484,2.420400e+02,9.928282,1.966970e-06,8.676000
485,2.425420e+02,9.919285,1.132500e-06,8.616000
486,2.430390e+02,9.916171,6.556550e-07,8.970000
487,2.435370e+02,9.916899,5.960500e-07,8.970000
488,2.440520e+02,9.917866,9.536820e-07,7.350000
489,2.445340e+02,9.916482,8.940730e-07,8.130000
490,2.450400e+02,9.914219,7.152590e-07,7.764000
